user_id,variant,country_tier,pre_period_sessions,exposure_date,active_days_30
500631,control,tier_2,7,2025-08-10,9
500632,treatment,tier_3,9,2025-08-10,1
500633,treatment,tier_3,10,2025-08-10,15
500634,control,tier_3,3,2025-08-10,10
500635,control,tier_2,27,2025-08-10,14
500636,control,tier_1,14,2025-08-10,9
500637,control,tier_1,6,2025-08-10,9
500638,holdout,tier_1,21,2025-08-10,20
500639,control,tier_3,2,2025-08-10,4
500640,holdout,tier_1,8,2025-08-10,18
500641,treatment,tier_1,6,2025-08-10,11
500642,holdout,tier_1,8,2025-08-10,10
500643,control,tier_1,4,2025-08-10,10
500644,treatment,tier_3,15,2025-08-10,23
500645,holdout,tier_1,9,2025-08-10,11
500646,control,tier_1,7,2025-08-10,12
500647,control,tier_1,6,2025-08-10,10
500648,holdout,tier_1,7,2025-08-10,7
500649,holdout,tier_2,4,2025-08-10,10
500650,control,tier_1,15,2025-08-10,14
500651,treatment,tier_2,18,2025-08-10,17
500652,treatment,tier_1,9,2025-08-10,11
500653,control,tier_1,10,2025-08-10,11
500654,control,tier_1,5,2025-08-10,14
500655,treatment,tier_2,7,2025-08-10,14
500656,treatment,tier_1,12,2025-08-10,8
500657,treatment,tier_1,5,2025-08-10,16
500658,treatment,tier_3,7,2025-08-10,12
500659,holdout,tier_3,8,2025-08-10,17
500660,treatment,tier_3,12,2025-08-10,18
500661,control,tier_3,6,2025-08-10,9
500662,control,tier_2,10,2025-08-10,11
500663,treatment,tier_2,11,2025-08-10,14
500664,treatment,tier_1,4,2025-08-10,16
500665,control,tier_1,13,2025-08-10,16
500666,control,tier_2,11,2025-08-10,16
500667,control,tier_1,11,2025-08-10,6
500668,control,tier_1,13,2025-08-10,11
500669,control,tier_3,11,2025-08-10,21
500670,control,tier_3,6,2025-08-10,12
500671,treatment,tier_2,8,2025-08-10,6
500672,control,tier_2,6,2025-08-10,7
500673,control,tier_1,12,2025-08-10,12
500674,holdout,tier_1,9,2025-08-10,9
500675,treatment,tier_2,7,2025-08-10,21
500676,treatment,tier_3,5,2025-08-10,22
500677,treatment,tier_1,6,2025-08-10,9
500678,treatment,tier_1,4,2025-08-10,17
500679,control,tier_2,7,2025-08-10,8
500680,control,tier_2,5,2025-08-10,6
500681,control,tier_1,13,2025-08-10,20
500682,control,tier_2,3,2025-08-10,8
500683,holdout,tier_3,10,2025-08-10,17
500684,control,tier_1,10,2025-08-10,13
500685,control,tier_2,12,2025-08-10,14
500686,control,tier_2,5,2025-08-10,6
500687,control,tier_3,13,2025-08-10,7
500688,treatment,tier_2,16,2025-08-10,26
500689,control,tier_2,4,2025-08-10,16
500690,holdout,tier_3,12,2025-08-10,12
500691,control,tier_1,14,2025-08-10,15
500692,holdout,tier_1,15,2025-08-10,13
500693,treatment,tier_1,7,2025-08-10,9
500694,treatment,tier_2,10,2025-08-10,8
500695,treatment,tier_1,3,2025-08-10,10
500696,treatment,tier_3,10,2025-08-10,20
500697,control,tier_3,1,2025-08-10,8
500698,treatment,tier_1,10,2025-08-10,5
500699,treatment,tier_1,9,2025-08-10,14
500700,control,tier_2,7,2025-08-10,19
500701,control,tier_3,9,2025-08-10,9
500702,control,tier_2,7,2025-08-10,11
500703,holdout,tier_2,9,2025-08-10,9
500704,holdout,tier_2,13,2025-08-10,19
500705,treatment,tier_2,10,2025-08-10,13
500706,control,tier_1,13,2025-08-10,2
500707,holdout,tier_1,23,2025-08-10,16
500708,treatment,tier_2,27,2025-08-10,18
500709,control,tier_3,7,2025-08-10,12
500710,treatment,tier_3,11,2025-08-10,19
500711,control,tier_1,8,2025-08-10,15
500712,control,tier_2,30,2025-08-10,14
500713,treatment,tier_2,8,2025-08-10,13
500714,control,tier_3,16,2025-08-10,15
500715,control,tier_2,8,2025-08-10,11
500716,treatment,tier_1,7,2025-08-10,12
500717,control,tier_1,3,2025-08-10,10
500718,control,tier_2,8,2025-08-10,8
500719,control,tier_3,14,2025-08-10,15
500720,treatment,tier_1,12,2025-08-10,21
500721,holdout,tier_1,12,2025-08-10,13
500722,control,tier_2,1,2025-08-10,13
500723,treatment,tier_3,6,2025-08-10,14
500724,treatment,tier_1,17,2025-08-10,16
500725,treatment,tier_1,9,2025-08-10,11
500726,control,tier_2,7,2025-08-10,10
500727,control,tier_2,7,2025-08-10,20
500728,control,tier_2,10,2025-08-10,19
500729,treatment,tier_3,32,2025-08-10,24
500730,control,tier_1,17,2025-08-10,7
500731,treatment,tier_1,20,2025-08-10,15
500732,treatment,tier_3,15,2025-08-10,13
500733,holdout,tier_2,5,2025-08-10,7
500734,control,tier_2,14,2025-08-10,18
500735,treatment,tier_2,15,2025-08-10,18
500736,treatment,tier_2,17,2025-08-10,14
500737,control,tier_1,8,2025-08-10,11
500738,control,tier_3,19,2025-08-10,17
500739,control,tier_3,9,2025-08-10,16
500740,treatment,tier_1,7,2025-08-10,21
500741,control,tier_2,11,2025-08-10,22
500742,treatment,tier_1,7,2025-08-10,10
500743,control,tier_3,10,2025-08-10,4
500744,control,tier_3,12,2025-08-10,8
500745,treatment,tier_3,10,2025-08-10,20
500746,control,tier_2,6,2025-08-10,8
500747,control,tier_1,2,2025-08-10,11
500748,control,tier_1,12,2025-08-10,13
500749,control,tier_2,5,2025-08-10,8
500750,control,tier_2,15,2025-08-10,15
500751,treatment,tier_3,12,2025-08-10,16
500752,treatment,tier_3,4,2025-08-10,15
500753,control,tier_1,28,2025-08-10,22
500754,treatment,tier_2,3,2025-08-10,15
500755,control,tier_1,15,2025-08-10,11
500756,treatment,tier_2,16,2025-08-10,22
500757,treatment,tier_1,6,2025-08-10,17
500758,treatment,tier_3,6,2025-08-10,6
500759,treatment,tier_1,11,2025-08-10,19
500760,treatment,tier_2,10,2025-08-10,21
500761,control,tier_1,13,2025-08-10,22
500762,treatment,tier_1,9,2025-08-10,16
500763,treatment,tier_3,11,2025-08-10,9
500764,control,tier_1,9,2025-08-10,18
500765,control,tier_2,5,2025-08-10,8
500766,control,tier_3,15,2025-08-10,14
500767,control,tier_3,18,2025-08-10,17
500768,control,tier_1,4,2025-08-10,9
500769,control,tier_2,6,2025-08-10,15
500770,control,tier_1,9,2025-08-10,13
500771,holdout,tier_1,15,2025-08-10,20
500772,treatment,tier_1,9,2025-08-10,14
500773,treatment,tier_1,26,2025-08-10,27
500774,treatment,tier_2,11,2025-08-10,13
500775,treatment,tier_3,16,2025-08-10,19
500776,control,tier_1,11,2025-08-10,15
500777,control,tier_1,7,2025-08-10,5
500778,control,tier_2,2,2025-08-10,14
500779,treatment,tier_2,8,2025-08-10,20
500780,control,tier_2,17,2025-08-10,22
500781,control,tier_3,8,2025-08-10,16
500782,treatment,tier_2,9,2025-08-10,12
500783,control,tier_1,4,2025-08-10,18
500784,control,tier_1,9,2025-08-10,20
500785,control,tier_3,7,2025-08-10,13
500786,treatment,tier_2,20,2025-08-10,12
500787,control,tier_2,6,2025-08-10,16
500788,control,tier_1,12,2025-08-10,14
500789,holdout,tier_2,17,2025-08-10,15
500790,control,tier_2,16,2025-08-10,7
500791,control,tier_2,6,2025-08-10,5
500792,control,tier_3,6,2025-08-10,4
500793,treatment,tier_1,7,2025-08-10,19
500794,control,tier_3,13,2025-08-10,21
500795,control,tier_1,6,2025-08-10,15
500796,control,tier_2,18,2025-08-10,20
500797,control,tier_2,9,2025-08-10,4
500798,treatment,tier_2,8,2025-08-10,17
500799,holdout,tier_1,6,2025-08-10,5
500800,treatment,tier_2,9,2025-08-10,9
500801,control,tier_3,12,2025-08-10,14
500802,treatment,tier_2,5,2025-08-10,9
500803,treatment,tier_2,14,2025-08-10,17
500804,treatment,tier_1,2,2025-08-10,11
500805,control,tier_3,19,2025-08-10,12
500806,treatment,tier_1,5,2025-08-10,10
500807,treatment,tier_1,10,2025-08-10,17
500808,control,tier_3,12,2025-08-10,14
500809,control,tier_2,2,2025-08-10,12
500810,treatment,tier_3,5,2025-08-10,10
500811,holdout,tier_1,1,2025-08-10,16
500812,treatment,tier_2,4,2025-08-10,12
500813,treatment,tier_2,7,2025-08-10,14
500814,control,tier_2,18,2025-08-10,21
500815,holdout,tier_1,10,2025-08-10,19
500816,control,tier_3,8,2025-08-10,15
500817,control,tier_2,16,2025-08-10,14
500818,holdout,tier_3,7,2025-08-10,11
500819,treatment,tier_3,16,2025-08-10,16
500820,treatment,tier_1,11,2025-08-10,15
500821,holdout,tier_3,10,2025-08-10,15
500822,control,tier_1,5,2025-08-10,13
500823,holdout,tier_3,8,2025-08-10,9
500824,treatment,tier_1,21,2025-08-10,17
500825,treatment,tier_3,8,2025-08-10,15
500826,treatment,tier_1,17,2025-08-10,16
500827,treatment,tier_3,8,2025-08-10,12
500828,treatment,tier_1,8,2025-08-10,16
500829,treatment,tier_3,14,2025-08-10,16
500830,treatment,tier_1,10,2025-08-10,14
500831,control,tier_1,24,2025-08-10,9
500832,control,tier_2,22,2025-08-10,22
500833,treatment,tier_3,9,2025-08-10,21
500834,control,tier_2,12,2025-08-10,12
500835,treatment,tier_2,13,2025-08-10,14
500836,control,tier_2,7,2025-08-10,12
500837,holdout,tier_1,5,2025-08-10,3
500838,control,tier_2,14,2025-08-10,11
500839,control,tier_2,16,2025-08-10,15
500840,control,tier_2,9,2025-08-10,12
500841,treatment,tier_2,4,2025-08-10,0
500842,treatment,tier_3,2,2025-08-10,10
500843,treatment,tier_2,7,2025-08-10,14
500844,treatment,tier_1,2,2025-08-10,15
500845,treatment,tier_2,18,2025-08-10,23
500846,control,tier_1,21,2025-08-10,19
500847,control,tier_1,5,2025-08-10,0
500848,treatment,tier_1,23,2025-08-10,20
500849,holdout,tier_3,12,2025-08-10,7
500850,control,tier_1,12,2025-08-10,9
500851,control,tier_1,21,2025-08-10,20
500852,treatment,tier_1,11,2025-08-10,11
500853,treatment,tier_2,6,2025-08-10,18
500854,control,tier_3,16,2025-08-10,14
500855,control,tier_2,4,2025-08-10,15
500856,control,tier_3,7,2025-08-10,12
500857,control,tier_2,13,2025-08-10,14
500858,control,tier_1,14,2025-08-10,13
500859,treatment,tier_2,6,2025-08-10,9
500860,control,tier_3,6,2025-08-10,11
500861,control,tier_3,14,2025-08-10,9
500862,treatment,tier_2,11,2025-08-10,19
500863,treatment,tier_1,1,2025-08-10,11
500864,treatment,tier_1,16,2025-08-10,27
500865,treatment,tier_2,5,2025-08-10,14
500866,control,tier_3,2,2025-08-10,8
500867,treatment,tier_2,14,2025-08-10,10
500868,treatment,tier_3,6,2025-08-10,19
500869,control,tier_2,13,2025-08-10,15
500870,control,tier_1,6,2025-08-10,10
500871,treatment,tier_1,10,2025-08-10,15
500872,treatment,tier_1,7,2025-08-10,11
500873,holdout,tier_2,6,2025-08-10,10
500874,control,tier_2,6,2025-08-10,13
500875,treatment,tier_2,8,2025-08-10,10
500876,control,tier_2,10,2025-08-10,3
500877,treatment,tier_2,6,2025-08-10,10
500878,treatment,tier_3,8,2025-08-10,11
500879,control,tier_1,9,2025-08-10,10
500880,control,tier_1,11,2025-08-10,14
500881,treatment,tier_2,9,2025-08-10,13
500882,treatment,tier_1,15,2025-08-10,10
500883,treatment,tier_3,7,2025-08-10,0
500884,control,tier_2,1,2025-08-10,4
500885,control,tier_2,5,2025-08-10,13
500886,control,tier_3,19,2025-08-10,16
500887,control,tier_2,9,2025-08-10,10
500888,treatment,tier_2,11,2025-08-10,13
500889,treatment,tier_2,7,2025-08-10,15
500890,treatment,tier_1,15,2025-08-10,26
500891,control,tier_3,3,2025-08-10,2
500892,treatment,tier_1,13,2025-08-10,14
500893,control,tier_2,6,2025-08-10,17
500894,holdout,tier_1,11,2025-08-10,14
500895,treatment,tier_1,11,2025-08-10,8
500896,treatment,tier_1,4,2025-08-10,14
500897,control,tier_2,3,2025-08-10,14
500898,treatment,tier_3,20,2025-08-10,25
500899,control,tier_1,4,2025-08-10,9
500900,control,tier_2,5,2025-08-10,23
500901,treatment,tier_2,13,2025-08-10,23
500902,holdout,tier_3,19,2025-08-10,12
500903,control,tier_1,11,2025-08-10,10
500904,control,tier_1,21,2025-08-10,17
500905,treatment,tier_3,11,2025-08-10,12
500906,treatment,tier_2,2,2025-08-10,8
500907,holdout,tier_3,9,2025-08-10,11
500908,control,tier_1,9,2025-08-10,8
500909,control,tier_3,12,2025-08-10,8
500910,holdout,tier_2,1,2025-08-10,13
500911,control,tier_3,7,2025-08-10,10
500912,treatment,tier_2,2,2025-08-10,15
500913,control,tier_2,4,2025-08-10,5
500914,holdout,tier_2,9,2025-08-10,12
500915,control,tier_2,8,2025-08-10,2
500916,control,tier_2,12,2025-08-10,7
500917,control,tier_1,10,2025-08-10,8
500918,treatment,tier_3,1,2025-08-10,5
500919,control,tier_2,3,2025-08-10,7
500920,treatment,tier_3,12,2025-08-10,11
500921,treatment,tier_1,18,2025-08-10,19
500922,treatment,tier_2,21,2025-08-10,27
500923,control,tier_3,11,2025-08-10,9
500924,treatment,tier_2,9,2025-08-10,13
500925,treatment,tier_1,6,2025-08-10,6
500926,control,tier_1,11,2025-08-10,11
500927,treatment,tier_1,14,2025-08-10,17
500928,treatment,tier_2,15,2025-08-10,21
500929,treatment,tier_3,10,2025-08-10,11
500930,control,tier_1,20,2025-08-10,20
500931,control,tier_3,15,2025-08-10,17
500932,treatment,tier_3,13,2025-08-10,17
500933,holdout,tier_1,8,2025-08-10,17
500934,treatment,tier_1,12,2025-08-10,7
500935,control,tier_3,16,2025-08-10,17
500936,treatment,tier_2,18,2025-08-10,22
500937,treatment,tier_1,10,2025-08-10,18
500938,control,tier_3,0,2025-08-10,4
500939,treatment,tier_3,18,2025-08-10,13
500940,treatment,tier_3,11,2025-08-10,14
500941,control,tier_2,8,2025-08-10,18
500942,control,tier_1,12,2025-08-10,16
500943,control,tier_2,10,2025-08-10,11
500944,control,tier_3,14,2025-08-10,17
500945,control,tier_1,18,2025-08-10,18
500946,control,tier_1,17,2025-08-10,13
500947,control,tier_2,13,2025-08-10,8
500948,treatment,tier_2,17,2025-08-10,19
500949,treatment,tier_2,28,2025-08-10,18
500950,treatment,tier_1,13,2025-08-10,17
500951,control,tier_2,9,2025-08-10,12
500952,control,tier_3,18,2025-08-10,12
500953,control,tier_3,9,2025-08-10,14
500954,control,tier_3,6,2025-08-10,12
500955,treatment,tier_1,13,2025-08-10,23
500956,control,tier_2,9,2025-08-10,12
500957,control,tier_2,3,2025-08-10,9
500958,control,tier_3,5,2025-08-10,10
500959,control,tier_1,16,2025-08-10,30
500960,control,tier_2,3,2025-08-10,9
500961,treatment,tier_3,21,2025-08-10,27
500962,control,tier_2,14,2025-08-10,12
500963,treatment,tier_2,18,2025-08-10,21
500964,treatment,tier_2,9,2025-08-10,24
500965,treatment,tier_2,5,2025-08-10,11
500966,treatment,tier_3,17,2025-08-10,18
500967,control,tier_2,23,2025-08-10,24
500968,control,tier_2,6,2025-08-10,12
500969,control,tier_3,9,2025-08-10,14
500970,treatment,tier_1,9,2025-08-10,14
500971,holdout,tier_3,4,2025-08-10,4
500972,control,tier_2,2,2025-08-10,9
500973,treatment,tier_1,3,2025-08-10,12
500974,treatment,tier_1,13,2025-08-10,17
500975,treatment,tier_1,11,2025-08-10,11
500976,treatment,tier_2,16,2025-08-10,18
500977,control,tier_1,7,2025-08-10,8
500978,treatment,tier_2,4,2025-08-10,8
500979,treatment,tier_2,2,2025-08-10,15
500980,control,tier_2,9,2025-08-10,18
500981,treatment,tier_1,14,2025-08-10,20
500982,holdout,tier_2,7,2025-08-10,10
500983,treatment,tier_1,7,2025-08-10,11
500984,control,tier_2,5,2025-08-10,10
500985,treatment,tier_1,17,2025-08-10,26
500986,treatment,tier_2,4,2025-08-10,12
500987,control,tier_1,17,2025-08-10,8
500988,control,tier_2,17,2025-08-10,6
500989,holdout,tier_1,7,2025-08-10,11
500990,control,tier_3,2,2025-08-10,7
500991,holdout,tier_3,16,2025-08-10,17
500992,treatment,tier_1,11,2025-08-10,16
500993,treatment,tier_1,7,2025-08-10,20
500994,treatment,tier_3,0,2025-08-10,19
500995,control,tier_2,3,2025-08-10,7
500996,treatment,tier_2,6,2025-08-10,19
500997,control,tier_1,13,2025-08-10,8
500998,control,tier_2,10,2025-08-10,13
500999,treatment,tier_1,6,2025-08-10,8
501000,treatment,tier_3,10,2025-08-10,11
501001,treatment,tier_3,4,2025-08-10,8
501002,control,tier_1,24,2025-08-10,18
501003,treatment,tier_3,8,2025-08-10,10
501004,control,tier_1,7,2025-08-10,14
501005,treatment,tier_1,19,2025-08-10,17
501006,holdout,tier_2,15,2025-08-10,12
501007,control,tier_2,20,2025-08-10,16
501008,treatment,tier_2,9,2025-08-10,13
501009,treatment,tier_2,14,2025-08-10,14
501010,control,tier_1,14,2025-08-10,13
501011,control,tier_1,4,2025-08-10,13
501012,holdout,tier_3,7,2025-08-10,9
501013,control,tier_1,15,2025-08-10,21
501014,control,tier_2,4,2025-08-10,7
501015,treatment,tier_1,4,2025-08-10,14
501016,treatment,tier_1,14,2025-08-10,19
501017,control,tier_1,4,2025-08-10,12
501018,control,tier_2,15,2025-08-10,7
501019,control,tier_1,9,2025-08-10,11
501020,control,tier_3,4,2025-08-10,7
501021,control,tier_2,16,2025-08-10,8
501022,holdout,tier_1,16,2025-08-10,17
501023,control,tier_2,13,2025-08-10,12
501024,control,tier_2,10,2025-08-10,18
501025,control,tier_3,5,2025-08-10,1
501026,control,tier_1,9,2025-08-10,23
501027,control,tier_1,9,2025-08-10,15
501028,treatment,tier_2,8,2025-08-10,16
501029,treatment,tier_3,7,2025-08-10,11
501030,control,tier_2,16,2025-08-10,12
501031,treatment,tier_2,3,2025-08-10,19
501032,control,tier_3,11,2025-08-10,18
501033,holdout,tier_2,7,2025-08-10,18
501034,treatment,tier_3,9,2025-08-10,20
501035,treatment,tier_3,10,2025-08-10,9
501036,treatment,tier_3,14,2025-08-10,10
501037,treatment,tier_3,13,2025-08-10,19
501038,control,tier_2,3,2025-08-10,6
501039,treatment,tier_1,13,2025-08-10,17
501040,treatment,tier_1,9,2025-08-10,15
501041,control,tier_2,9,2025-08-10,15
501042,control,tier_1,2,2025-08-10,7
501043,control,tier_2,8,2025-08-10,6
501044,treatment,tier_3,5,2025-08-10,8
501045,control,tier_1,3,2025-08-10,11
501046,treatment,tier_1,12,2025-08-10,18
501047,holdout,tier_1,11,2025-08-10,11
501048,holdout,tier_2,8,2025-08-10,10
501049,control,tier_1,4,2025-08-10,10
501050,treatment,tier_1,12,2025-08-10,13
501051,treatment,tier_3,9,2025-08-10,18
501052,control,tier_1,5,2025-08-10,13
501053,control,tier_1,19,2025-08-10,17
501054,control,tier_3,10,2025-08-10,10
501055,treatment,tier_2,13,2025-08-10,18
501056,control,tier_1,8,2025-08-10,13
501057,treatment,tier_2,21,2025-08-10,15
501058,treatment,tier_2,20,2025-08-10,12
501059,control,tier_1,24,2025-08-10,15
501060,control,tier_3,4,2025-08-10,6
501061,treatment,tier_1,14,2025-08-10,17
501062,holdout,tier_1,4,2025-08-10,6
501063,treatment,tier_1,15,2025-08-10,19
501064,treatment,tier_1,7,2025-08-10,14
501065,control,tier_2,16,2025-08-10,13
501066,treatment,tier_3,9,2025-08-10,13
501067,control,tier_2,12,2025-08-10,11
501068,control,tier_3,10,2025-08-10,6
501069,control,tier_2,9,2025-08-10,9
501070,control,tier_1,9,2025-08-10,11
501071,holdout,tier_2,5,2025-08-10,9
501072,treatment,tier_2,10,2025-08-10,17
501073,treatment,tier_2,3,2025-08-10,8
501074,control,tier_3,4,2025-08-10,12
501075,treatment,tier_1,10,2025-08-10,17
501076,holdout,tier_3,10,2025-08-10,11
501077,holdout,tier_3,6,2025-08-10,5
501078,control,tier_2,7,2025-08-10,11
501079,control,tier_1,9,2025-08-10,12
501080,treatment,tier_3,14,2025-08-10,10
501081,treatment,tier_2,7,2025-08-10,10
501082,control,tier_1,6,2025-08-10,10
501083,treatment,tier_3,13,2025-08-10,21
501084,holdout,tier_1,17,2025-08-10,14
501085,control,tier_2,6,2025-08-10,10
501086,treatment,tier_3,12,2025-08-10,18
501087,treatment,tier_1,3,2025-08-10,23
501088,control,tier_1,11,2025-08-10,13
501089,control,tier_1,10,2025-08-10,17
501090,control,tier_3,5,2025-08-10,9
501091,treatment,tier_2,15,2025-08-10,15
501092,control,tier_1,13,2025-08-10,12
501093,treatment,tier_3,3,2025-08-10,18
501094,treatment,tier_3,9,2025-08-10,22
501095,control,tier_3,10,2025-08-10,5
501096,control,tier_1,10,2025-08-10,14
501097,control,tier_1,12,2025-08-10,18
501098,control,tier_3,5,2025-08-10,9
501099,treatment,tier_2,1,2025-08-10,7
501100,control,tier_3,11,2025-08-10,19
501101,treatment,tier_2,3,2025-08-10,10
501102,treatment,tier_2,8,2025-08-10,5
501103,treatment,tier_2,15,2025-08-10,17
501104,control,tier_1,14,2025-08-10,20
501105,control,tier_2,5,2025-08-10,18
501106,control,tier_2,11,2025-08-10,8
501107,control,tier_3,11,2025-08-10,16
501108,control,tier_2,20,2025-08-10,9
501109,control,tier_3,15,2025-08-10,11
501110,treatment,tier_2,9,2025-08-10,11
501111,control,tier_1,7,2025-08-10,13
501112,treatment,tier_1,7,2025-08-10,17
501113,control,tier_3,4,2025-08-10,13
501114,control,tier_2,13,2025-08-10,10
501115,control,tier_2,6,2025-08-10,16
501116,treatment,tier_1,19,2025-08-10,27
501117,holdout,tier_1,8,2025-08-10,17
501118,treatment,tier_2,14,2025-08-10,16
501119,control,tier_2,15,2025-08-10,18
501120,treatment,tier_1,13,2025-08-10,16
501121,control,tier_1,6,2025-08-10,6
501122,holdout,tier_3,22,2025-08-10,24
501123,control,tier_2,6,2025-08-10,12
501124,treatment,tier_1,16,2025-08-10,13
501125,control,tier_2,6,2025-08-10,8
501126,holdout,tier_1,13,2025-08-10,18
501127,control,tier_3,16,2025-08-10,17
501128,treatment,tier_2,7,2025-08-10,11
501129,control,tier_1,7,2025-08-10,13
501130,control,tier_1,5,2025-08-10,7
501131,treatment,tier_3,14,2025-08-10,23
501132,control,tier_1,21,2025-08-10,11
501133,treatment,tier_3,18,2025-08-10,20
501134,holdout,tier_2,28,2025-08-10,21
501135,treatment,tier_1,2,2025-08-10,20
501136,control,tier_2,4,2025-08-10,9
501137,treatment,tier_2,8,2025-08-10,13
501138,treatment,tier_3,12,2025-08-10,15
501139,treatment,tier_2,9,2025-08-10,10
501140,treatment,tier_1,18,2025-08-10,24
501141,control,tier_2,30,2025-08-10,19
501142,treatment,tier_2,3,2025-08-10,12
501143,control,tier_3,8,2025-08-10,12
501144,control,tier_1,12,2025-08-10,11
501145,control,tier_3,7,2025-08-10,2
501146,control,tier_2,9,2025-08-10,17
501147,control,tier_3,8,2025-08-10,22
501148,control,tier_2,12,2025-08-10,14
501149,control,tier_1,6,2025-08-10,8
501150,treatment,tier_1,7,2025-08-10,20
